Media file basename,Start time,Duration,Label,Labeled by
MyBrotherMyBrotherAndMe364,4932.0,1.0,"Female"
MyBrotherMyBrotherandMe45,3510.0,1.0,"Justin"
MyBrotherMyBrotherandMe144,2970.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe300,3159.0,1.0,"Travis"
MyBrotherMyBrotherandMe341,1247.0,1.0,"Justin"
MyBrotherMyBrotherandMe336,3260.0,1.0,"Justin"
MyBrotherMyBrotherandMe203,1885.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe164,1832.0,1.0,"Griffin"
MyBrotherMyBrotherandMe357,1950.0,1.0,"Justin"
MyBrotherMyBrotherandMe140,2860.0,1.0,"Travis"
MBMBAM08,2263.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe203,3204.0,1.0,"Travis"
MyBrotherMyBrotherandMe230,1671.0,1.0,"Griffin"
MyBrotherMyBrotherandMe345,2522.0,1.0,"Travis"
MBMBAM08,2444.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe60,1142.0,1.0,"Travis"
mbmbam05,1095.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMeAdventureZone,6242.0,1.0,"Griffin"
MyBrotherMyBrotherandMe210,2771.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe319,1195.0,1.0,"Travis"
MyBrotherMyBrotherandMe287,418.0,1.0,"Travis"
MyBrotherMyBrotherandMe46,903.0,1.0,"Travis"
MyBrotherMyBrotherandMe230,1084.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe68,2054.0,1.0,"Travis"
MyBrotherMyBrotherandMe345,754.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe32,2410.0,1.0,"Not Sure"
MyBrotherMyBrotherandMe69,2599.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe257,2255.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe355,3673.0,1.0,"Breathing"
MyBrotherMyBrotherandMe122,3138.0,1.0,"Travis"
MyBrotherMyBrotherandMe194,1272.0,1.0,"Griffin"
MyBrotherMyBrotherandMe148,554.0,1.0,"Laughter"
MBMBaM310,1504.0,1.0,"Justin"
MyBrotherMyBrotherandMe234,1525.0,1.0,"Griffin"
Bestof8291,3799.0,1.0,"Travis"
MyBrotherMyBrotherandMe200,1466.0,1.0,"Travis"
MyBrotherMyBrotherandMeEpisode09,2085.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe248,1898.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe64,1057.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe203,1754.0,1.0,"Griffin"
MyBrotherMyBrotherandMe203,1754.0,1.0,"Griffin"
MyBrotherMyBrotherandMe175,2962.0,1.0,"Justin"
MyBrotherMyBrotherandMe169,1045.0,1.0,"Griffin"
MyBrotherMyBrotherandMe147,4304.0,1.0,"Laughter"
MyBrotherMyBrotherandMe107,910.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe99,3502.0,1.0,"Griffin"
MyBrotherMyBrotherandMe232,420.0,1.0,"Travis"
MyBrotherMyBrotherandMe306,3786.0,1.0,"Applause"
MyBrotherMyBrotherandMe218,2414.0,1.0,"Justin"
MyBrotherMyBrotherandMe218,1275.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe43,273.0,1.0,"Griffin"
MyBrotherMyBrotherandMe323,644.0,1.0,"Justin"
MyBrotherMyBrotherandMe120,1051.0,1.0,"Travis"
MyBrotherMyBrotherandMe64,2777.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe246,2435.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe341,750.0,1.0,"Travis"
MyBrotherMyBrotherandMeEpisode09,1539.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe302,615.0,1.0,"Justin"
MyBrotherMyBrotherandMe246,3061.0,1.0,"Female"
MyBrotherMyBrotherandMe64,726.0,1.0,"Griffin"
MyBrotherMyBrotherandMe294,2179.0,1.0,"Griffin"
MyBrotherMyBrotherandMe210,328.0,1.0,"Justin"
MyBrotherMyBrotherandMe185,3429.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe257,2912.0,1.0,"Griffin"
mbmbamnyc,2315.0,1.0,"Griffin"
MyBrotherMyBrotherandMe237,2297.0,1.0,"Justin"
MyBrotherMyBrotherandMe316,2352.0,1.0,"Music"
MyBrotherMyBrotherandMe345,2755.0,1.0,"Travis"
MyBrotherMyBrotherandMe300,1617.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe46,2745.0,1.0,"Griffin"
MyBrotherMyBrotherandMe164,1031.0,1.0,"Justin"
MyBrotherMyBrotherandMe210,836.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe96,2620.0,1.0,"Justin"
mbmbamnyc,3230.0,1.0,"Female"
MyBrotherMyBrotherandMe175,3239.0,1.0,"Griffin"
MyBrotherMyBrotherandMe229,2119.0,1.0,"Griffin"
Bestof8291,3155.0,1.0,"Travis"
MyBrotherMyBrotherandMe69,2596.0,1.0,"Justin"
MyBrotherMyBrotherandMe99,3369.0,1.0,"Justin"
MyBrotherMyBrotherandMeEpisode09,300.0,1.0,"Travis"
MyBrotherMyBrotherandMe270,2725.0,1.0,"Griffin"
MyBrotherMyBrotherandMe194,931.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe200,803.0,1.0,"Griffin"
MyBrotherMyBrotherandMe39,396.0,1.0,"Laughter"
MyBrotherMyBrotherandMe210,123.0,1.0,"Justin"
MyBrotherMyBrotherandMe169,1782.0,1.0,"Griffin"
MyBrotherMyBrotherandMe156,1128.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMeEpisode09,1990.0,1.0,"Justin"
MyBrotherMyBrotherandMe66,3672.0,1.0,"Justin"
MyBrotherMyBrotherandMe45,774.0,1.0,"Justin"
MyBrotherMyBrotherandMe327,4250.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe291,191.0,1.0,"Griffin"
MyBrotherMyBrotherandMe309,70.0,1.0,"Justin"
MyBrotherMyBrotherandMe46,1064.0,1.0,"Laughter"
MyBrotherMyBrotherandMe120,1395.0,1.0,"Travis"
MyBrotherMyBrotherandMe248,3332.0,1.0,"Multiple Speakers"
TotinosSpecial,1146.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe183,2418.0,1.0,"Griffin"
MyBrotherMyBrotherandMe200,556.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe270,2274.0,1.0,"Silence"
MyBrotherMyBrotherandMe357,2824.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe164,3015.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe48,364.0,1.0,"Travis"
MyBrotherMyBrotherandMe132,2912.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe175,2692.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe197,3262.0,1.0,"Justin"
MyBrotherMyBrotherandMe169,3675.0,1.0,"Justin"
MyBrotherMyBrotherandMe257,3293.0,1.0,"Griffin"
MyBrotherMyBrotherandMe203,34.0,1.0,"Music"
MyBrotherMyBrotherandMe341,231.0,1.0,"Griffin"
MyBrotherMyBrotherandMe327,4431.0,1.0,"Laughter"
MyBrotherMyBrotherandMe248,2454.0,1.0,"Travis"
MyBrotherMyBrotherandMe169,572.0,1.0,"Justin"
mbmbamnyc,1729.0,1.0,"Griffin with noise"
MyBrotherMyBrotherandMe332,1839.0,1.0,"Griffin"
MyBrotherMyBrotherandMe164,40.0,1.0,"Music"
MyBrotherMyBrotherandMe104,3086.0,1.0,"Multiple Speakers"
mbmbam05,1131.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe156,1783.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe172,678.0,1.0,"Travis"
MyBrotherMyBrotherandMe321,418.0,1.0,"Justin"
MyBrotherMyBrotherandMe32,1893.0,1.0,"Travis"
MyBrotherMyBrotherAndMe364,4063.0,1.0,"Audience laughter"
MyBrotherMyBrotherandMe46,2436.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe210,22.0,1.0,"Music"
MyBrotherMyBrotherandMe122,2025.0,1.0,"Justin"
MyBrotherMyBrotherandMe190,1975.0,1.0,"Griffin"
MyBrotherMyBrotherandMe66,3219.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe190,1859.0,1.0,"Justin"
MyBrotherMyBrotherandMe48,89.0,1.0,"Justin"
MyBrotherMyBrotherandMe169,2901.0,1.0,"Justin"
MyBrotherMyBrotherandMe68,2243.0,1.0,"Griffin"
MyBrotherMyBrotherandMe113,3118.0,1.0,"Griffin"
MyBrotherMyBrotherandMe83,566.0,1.0,"Not Sure"
MyBrotherMyBrotherandMe83,1880.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe302,1890.0,1.0,"Griffin"
MyBrotherMyBrotherandMe147,628.0,1.0,"Justin"
MyBrotherMyBrotherandMe340,721.0,1.0,"Justin"
MyBrotherMyBrotherandMe357,2067.0,1.0,"Griffin"
MyBrotherMyBrotherandMe203,1491.0,1.0,"Griffin"
MyBrotherMyBrotherandMe355,2460.0,1.0,"Not Sure"
MyBrotherMyBrotherandMe104,3267.0,1.0,"Griffin"
TotinosSpecial,1228.0,1.0,"Travis"
MyBrotherMyBrotherandMe45,994.0,1.0,"Justin"
MyBrotherMyBrotherandMe315,173.0,1.0,"Griffin"
MyBrotherMyBrotherandMe294,962.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe61,1089.0,1.0,"Travis"
MyBrotherMyBrotherandMeAdventureZone,2080.0,1.0,"Griffin"
MyBrotherMyBrotherandMe172,1524.0,1.0,"Griffin"
MyBrotherMyBrotherandMe156,905.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe172,2515.0,1.0,"Justin"
MyBrotherMyBrotherandMe300,3293.0,1.0,"Travis"
MyBrotherMyBrotherandMe147,1198.0,1.0,"Justin"
MyBrotherMyBrotherandMe148,1025.0,1.0,"Griffin"
MyBrotherMyBrotherandMe144,3631.0,1.0,"Griffin"
MyBrotherMyBrotherandMe169,3527.0,1.0,"Laughter"
MyBrotherMyBrotherandMe38,2459.0,1.0,"Travis"
MyBrotherMyBrotherandMe202,1826.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe147,2374.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe203,765.0,1.0,"Justin"
MyBrotherMyBrotherandMe14,209.0,1.0,"Griffin"
MyBrotherMyBrotherandMe148,2651.0,1.0,"Justin"
MyBrotherMyBrotherandMe172,1849.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe96,52.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe104,1162.0,1.0,"Griffin"
mbmbamnyc,1281.0,1.0,"Applause"
MyBrotherMyBrotherandMe230,3542.0,1.0,"Griffin"
MyBrotherMyBrotherandMe336,2529.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe147,739.0,1.0,"Travis"
MyBrotherMyBrotherandMe287,657.0,1.0,"Justin"
MyBrotherMyBrotherAndMe364,2866.0,1.0,"Justin"
MyBrotherMyBrotherandMe140,105.0,1.0,"Justin"
MyBrotherMyBrotherandMe300,3210.0,1.0,"Griffin"
MyBrotherMyBrotherandMe69,3443.0,1.0,"Griffin"
MyBrotherMyBrotherandMe57,3284.0,1.0,"Justin"
MyBrotherMyBrotherandMe246,3523.0,1.0,"Griffin with noise"
MyBrotherMyBrotherandMe197,2315.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe122,383.0,1.0,"Justin"
MyBrotherMyBrotherandMe14,2614.0,1.0,"Multiple Speakers"
MBMBAM08,374.0,1.0,"Justin"
MyBrotherMyBrotherandMe156,1086.0,1.0,"Not Sure"
MyBrotherMyBrotherandMe242,2438.0,1.0,"Travis"
MyBrotherMyBrotherandMe66,1920.0,1.0,"Justin with noise"
MyBrotherMyBrotherandMe210,3157.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe234,2516.0,1.0,"Music"
MyBrotherMyBrotherandMe80,638.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe64,451.0,1.0,"Justin"
MyBrotherMyBrotherandMe287,1659.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe232,1727.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe132,1530.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe246,2520.0,1.0,"Multiple Speakers"
mbmbam05,719.0,1.0,"Not Sure"
MyBrotherMyBrotherandMe61,2343.0,1.0,"Justin"
MyBrotherMyBrotherandMe232,992.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe120,2507.0,1.0,"Travis"
MyBrotherMyBrotherandMe316,2895.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe140,773.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe185,908.0,1.0,"Griffin"
MyBrotherMyBrotherandMe61,2110.0,1.0,"Griffin"
MyBrotherMyBrotherandMe323,3197.0,1.0,"Female"
MyBrotherMyBrotherandMe169,1885.0,1.0,"Travis"
MyBrotherMyBrotherandMe300,710.0,1.0,"Laughter"
MyBrotherMyBrotherandMe99,1551.0,1.0,"Justin"
MyBrotherMyBrotherandMeEpisode09,1386.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe345,1017.0,1.0,"Griffin with noise"
MyBrotherMyBrotherandMe319,313.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe287,3388.0,1.0,"Music"
MyBrotherMyBrotherandMe200,3589.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe202,3251.0,1.0,"Griffin with noise"
MyBrotherMyBrotherandMe341,2268.0,1.0,"Griffin"
MyBrotherMyBrotherandMe327,1739.0,1.0,"Laughter"
MyBrotherMyBrotherandMe46,2760.0,1.0,"Griffin"
TotinosSpecial,2276.0,1.0,"Griffin"
MyBrotherMyBrotherandMe340,479.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe48,1790.0,1.0,"Multiple Speakers"
TotinosSpecial,136.0,1.0,"Griffin"
MyBrotherMyBrotherandMe232,447.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe357,2296.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe229,1974.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe32,2556.0,1.0,"Travis"
MyBrotherMyBrotherandMe321,2458.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe21,236.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe321,990.0,1.0,"Justin"
MyBrotherMyBrotherandMe190,1746.0,1.0,"Griffin"
MyBrotherMyBrotherandMe358,1924.0,1.0,"Multiple Speakers"
MyBrotherMyBrotherandMe43,2615.0,1.0,"Justin"
MyBrotherMyBrotherandMe32,1731.0,1.0,"Griffin"
MyBrotherMyBrotherandMe320,458.0,1.0,"Travis"
MyBrotherMyBrotherandMe172,2933.0,1.0,"Griffin"
MyBrotherMyBrotherandMe80,307.0,1.0,"Justin"
MyBrotherMyBrotherandMe62,1481.0,1.0,"Travis"
MyBrotherMyBrotherandMe148,445.0,1.0,"Justin"
MyBrotherMyBrotherandMe232,1467.0,1.0,"Multiple Speakers"
